,time,tweets
616,17:13:18,['Spurs\\/Kawhi situation - Lakers cap space - PG13 staying? - LBJ 76ers\\/Lakers\\/Houston - Portland sign\\/trades - Cousins recovery\\/Pels future?.....and more\n']
617,17:13:17,[]
618,17:13:16,[]
619,17:13:15,[]
620,17:13:14,[]
621,17:13:11,[]
622,19:03:50,[]
623,18:36:03,"['The Lakers started that season 25-11 and were the before Bynum got injured, clown. Traded for Gasol around 10 games after the injury the Lakers still finished as the one seed.\n']"
624,18:36:00,[]
625,18:36:01,[]
626,18:36:06,[]
627,18:36:07,[]
628,18:36:05,[]
629,19:03:59,[': Lakers News: Kobe Bryant Doesn\\u2019t Remember Purported Near-Fight With Rapper Master P https:\\/\\/t.co\\/NG0v5hDL7h https:\\/\\/t.co\\/N\\u2026\n']
630,18:36:08,[]
631,17:30:19,"[""I was pullin for Bron but now I kinda wanna see Sixers come out the east. What a great story that would be. Bron is gonna win a ring with Lakers in 2020 :-) It's HOU's year tho :-\\\\\n""]"
632,20:04:57,[]
633,19:01:56,[]
634,19:01:57,[]
635,16:07:58,[]
636,19:01:53,[]
637,17:34:24,[]
638,17:34:27,"['Lakers, Magic y Hornets en el OAKA para ver a Doncic: Lakers, Magic y\\u2026 https:\\/\\/t.co\\/xTg5J2g812\n']"
639,17:34:26,[]
640,17:34:23,[]
641,17:34:22,[]
642,17:34:28,[]
643,20:50:14,"['Muy bien. Hay que tomar en cuenta, que los Lakers en el a\\u00f1o de novato de Kobe no eran ni se asemejan a los Lakers del novato Lonzo Ball, Kobe obviamente ve\\u00eda menos minutos de juego, a diferencia de el Sr. Lonzo! \\n https:\\/\\/t.co\\/KQeWnw8dCl\n']"
644,20:50:16,[]
645,20:50:17,[]
646,20:50:11,[]
647,20:28:39,[]
648,20:28:33,[]
649,20:28:35,[]
650,20:28:34,[]
651,20:40:11,"[': Even though LeBron would still be the best player in the NBA, I would lose all respect for him if he went to the Lakers aft\\u2026\n']"
652,20:52:10,"['?....Competition!\\nWould the Cavs of today... beat \\nThe teams that MJ played against and Won!\\nMagic Lakers, Clyde Trailblazers, Glove Sonics, Barkley Suns, and Malone Jazz\\u00d72.....Yes\\/No\n']"
653,20:52:16,[]
654,20:52:17,[]
655,20:52:14,[]
656,20:52:18,[]
657,20:52:19,[]
658,21:28:04,[]
659,21:28:06,[]
660,21:28:01,[]
661,21:28:03,[]
662,17:00:56,[]
663,21:28:09,[]
664,19:17:14,[]
665,19:17:17,"['[Lakers Nation] Magic Johnson Complimentary Of Lakers Young Core, Declines To Address Potential Trade https:\\/\\/t.co\\/SY4Yar3SSj\n']"
666,19:17:16,['[Lakers Nation] Adam Silver Concerned NBA Draft Lottery Reform Not Enough To Dissuade Tanking https:\\/\\/t.co\\/gpO8gLjnxd\n']
667,19:17:11,[]
668,19:17:10,[]
669,17:37:17,[]
670,17:37:16,[]
671,17:37:19,[]
672,19:17:19,[]
673,19:17:18,[]
674,19:10:07,[]
675,18:32:40,[]
676,17:31:16,[]
677,17:31:15,[]
678,17:31:14,[': The Cavs vs Lakers would\\u2019ve been a much better series. One for the ages. https:\\/\\/t.co\\/OBWjk65waI\n']
679,15:44:39,[]
680,15:44:37,[]
681,15:44:35,[]
682,15:44:34,[]
683,15:44:32,[]
684,17:31:19,[]
685,15:44:30,[]
686,21:18:22,[]
687,21:29:38,[]
688,21:18:26,[': This Day In Lakers History: Elgin Baylor\\u2019s Triple-Double Sends L.A. To 1969 NBA Finals https:\\/\\/t.co\\/mi0YBDKrRc https:\\/\\/t.c\\u2026\n']
689,18:52:50,['Allen Iverson scoring 48 points in the finals against the Lakers Give us paying Diamond Alan Iverson\n']
690,21:18:28,[]
691,18:26:15,[]
692,18:26:16,[]
693,18:34:23,[]
694,18:34:21,[]
695,18:37:09,[]
696,18:26:19,[]
697,18:28:17,[]
698,18:28:15,[]
699,18:28:13,[]
700,18:28:11,[]
701,19:49:45,[]
702,19:49:44,[]
703,19:49:48,[]
704,19:22:51,[]
705,19:29:02,[]
706,19:29:01,[]
707,19:29:00,[]
708,19:22:55,[]
709,19:29:05,[]
710,19:29:04,[]
711,19:22:59,[]
712,19:22:58,[]
713,16:32:01,[]
714,15:48:31,"[': On the real though Lakers better not trade Ingram, he should be the only untouchable asset on the Lakers.. https:\\/\\/t.co\\/GDQy\\u2026\n']"
715,15:48:30,[]
716,16:32:04,[]
717,15:43:20,"[""\\ud83d\\ude22\\ud83d\\ude22 don't want to be a Lakers fan.\n""]"
718,16:32:06,[]
719,15:48:34,[': Lakers Rumors: Kawhi Leonard wants to play in Los Angeles https:\\/\\/t.co\\/Rtg6RhaH6J https:\\/\\/t.co\\/bPjONJbMlA\n']
720,16:32:08,[]
721,16:32:09,[]
722,15:48:39,[]
723,15:48:38,[]
724,16:36:31,[]
725,18:14:03,[]
726,16:36:33,[]
727,18:14:01,"[""Parker's jump shot used to suck. I remember Lakers packing the paint in 2004 after game 2. Chip has to help him.\n""]"
728,21:15:45,[]
729,21:12:12,[]
730,21:15:47,[]
731,21:12:10,[]
732,04:18:56,[]
733,04:18:57,[]
734,21:12:15,[]
735,21:15:42,"['Lakers! With or without superstar additions, the Lakers are poised to become a playoff team next year https:\\/\\/t.co\\/jq3TPOZthb\n']"
736,21:12:19,[]
737,19:09:27,[]
738,20:19:48,[]
739,20:19:41,[]
740,20:19:43,[]
741,20:19:44,[]
742,20:19:45,[]
743,20:19:47,[]
744,19:09:21,[]
745,19:25:06,[]
746,19:25:05,[]
747,19:25:04,[]
748,19:25:02,[]
749,19:25:01,[]
750,19:25:00,[]
751,17:03:21,[]
752,03:35:40,"[""Love it. The self proclaimed can't even get out of the first round in the East? Sure hope the Lakers leave him be.\n""]"
753,21:24:00,[]
754,21:51:36,['Tudo junto e misturado. Qual a opini\\u00e3o dos maiores perfis e sites que cobrem o Lakers da atual temporada da franquia. Vem ver. https:\\/\\/t.co\\/eegOYbutap https:\\/\\/t.co\\/Zsx5VB3f1N\n']
755,21:51:37,[]
756,19:27:08,[]
757,19:27:05,[]
758,19:27:07,[]
759,19:27:06,[]
760,19:27:00,[]
761,19:27:03,[]
762,15:46:17,[]
763,15:46:16,[]
764,15:46:14,[]
765,15:46:13,[]
766,15:46:12,[]
767,15:46:11,[]
768,15:56:24,[]
769,20:40:55,[]
770,20:40:57,[]
771,20:40:53,[]
772,15:46:18,[]
773,19:19:44,[]
774,19:19:45,[]
775,18:43:22,[]
776,18:48:36,[]
777,18:48:37,[]
778,18:48:34,[]
779,18:43:27,[]
780,18:43:28,"['\\""The Lakers need one of these guys......\\""- Max Kellerman as lists the best the free agents next year, like no shit, who the fuck doesn\'t need Lebron, Kawhi, KD and Paul George\n']"
781,18:48:39,[]
782,16:40:32,[]
783,16:40:33,[]
784,16:40:34,[]
785,16:40:35,"['2018 Harbor Beach Pirates Football Schedule\\n\\n-opens with Bad Axe for 13th straight season \\n\\n-crossovers include: BA, USA and EPBP\\n\\n-first matchup with EPBP since 2013 (14-16 all-time against Lakers) https:\\/\\/t.co\\/DQrIF9iKGC\n']"
786,16:40:38,[]
787,18:44:41,[]
788,18:44:40,[]
